;estado;sigla;regiao;cidade;populacao;pib;pib_percapita
4923;MINAS GERAIS;MG;SUDESTE;Albertina;2976;21112.73632812;7094.33007812
4924;MINAS GERAIS;MG;SUDESTE;Rio do Prado;4412;26897.79492188;6096.50976562
4925;MINAS GERAIS;MG;SUDESTE;Ibituruna;2938;28054.515625;9548.84960938
4926;MINAS GERAIS;MG;SUDESTE;Bom Sucesso;17805;155607.109375;8739.51953125
4927;MINAS GERAIS;MG;SUDESTE;Capela Nova;4661;24456.54101562;5247.06005859
4928;MINAS GERAIS;MG;SUDESTE;Abaete;23258;239440.546875;10294.98046875
4929;MINAS GERAIS;MG;SUDESTE;Mathias Lobato;3526;19697.57226562;5586.37988281
4930;MINAS GERAIS;MG;SUDESTE;Serranopolis de Minas;4787;18955.78125;3959.85009766
4931;MINAS GERAIS;MG;SUDESTE;Rio Casca;14790;108061.46875;7306.39013672
4932;MINAS GERAIS;MG;SUDESTE;Fortaleza de Minas;3986;133684.859375;33538.6015625
4933;MINAS GERAIS;MG;SUDESTE;Josenopolis;4636;19152.56445312;4131.27001953
4934;MINAS GERAIS;MG;SUDESTE;Sem-Peixe;2993;16147.79492188;5395.18994141
4935;MINAS GERAIS;MG;SUDESTE;Aguas Vermelhas;13301;89496.1796875;6728.52978516
4936;MINAS GERAIS;MG;SUDESTE;Itamogi;11218;82634.859375;7366.27001953
4937;MINAS GERAIS;MG;SUDESTE;Tombos;8881;55267.80078125;6223.14990234
4938;MINAS GERAIS;MG;SUDESTE;Ipiacu;4374;51452.1875;11763.19042969
4939;MINAS GERAIS;MG;SUDESTE;Limeira do Oeste;6792;130177.796875;19166.33984375
4940;MINAS GERAIS;MG;SUDESTE;Ribeirao Vermelho;3938;37746.41796875;9585.16992188
4941;MINAS GERAIS;MG;SUDESTE;Setubinha;11588;37165.37890625;3207.22998047
4942;MINAS GERAIS;MG;SUDESTE;Ponte Nova;57654;687477.875;11924.20019531
4943;MINAS GERAIS;MG;SUDESTE;Itapagipe;15043;234536.9375;15591.09960938
4944;MINAS GERAIS;MG;SUDESTE;Itamonte;14611;262661.75;17976.99023438
4945;MINAS GERAIS;MG;SUDESTE;Sao Pedro do Suacui;5925;31461.02148438;5309.87988281
4946;MINAS GERAIS;MG;SUDESTE;Amparo do Serra;5362;25285.09570312;4715.60986328
4947;MINAS GERAIS;MG;SUDESTE;Senhora dos Remedios;10588;48332.01171875;4564.79003906
4948;MINAS GERAIS;MG;SUDESTE;Medeiros;3398;51101.86328125;15038.80957031
4949;MINAS GERAIS;MG;SUDESTE;Guaraciama;4728;23972.3203125;5070.29003906
4950;MINAS GERAIS;MG;SUDESTE;Poco Fundo;15916;125487.59375;7884.37011719
4951;MINAS GERAIS;MG;SUDESTE;Timoteo;79813;1693002.375;21212.109375
4952;MINAS GERAIS;MG;SUDESTE;Alto Rio Doce;12778;65097.45703125;5094.49023438
4953;MINAS GERAIS;MG;SUDESTE;Materlandia;4772;23538.46875;4932.62011719
4954;MINAS GERAIS;MG;SUDESTE;Ouro Preto;69495;2492686.75;35868.578125
4955;MINAS GERAIS;MG;SUDESTE;Santana do Garambeu;2205;13781.93164062;6250.31005859
4956;MINAS GERAIS;MG;SUDESTE;Resende Costa;10941;66597.8359375;6087.0
4957;MINAS GERAIS;MG;SUDESTE;Aimores;24825;251976.84375;10150.12011719
4958;MINAS GERAIS;MG;SUDESTE;Campo Florido;7105;245850.359375;34602.44140625
4959;MINAS GERAIS;MG;SUDESTE;Camacho;3229;44854.86328125;13891.25976562
4960;MINAS GERAIS;MG;SUDESTE;Olimpio Noronha;2655;22509.8046875;8478.26953125
4961;MINAS GERAIS;MG;SUDESTE;Ipuiuna;9549;110897.609375;11613.53027344
4962;MINAS GERAIS;MG;SUDESTE;Divisa Alegre;6235;42667.08984375;6843.16015625
4963;MINAS GERAIS;MG;SUDESTE;Montezuma;7677;29338.85351562;3821.65991211
4964;MINAS GERAIS;MG;SUDESTE;Sao Joao da Ponte;26983;109678.1484375;4064.70996094
4965;MINAS GERAIS;MG;SUDESTE;Jose Raydan;4412;24955.75195312;5656.33984375
4966;MINAS GERAIS;MG;SUDESTE;Maripa de Minas;2981;19717.74804688;6614.47021484
4967;MINAS GERAIS;MG;SUDESTE;Divisa Nova;5828;44721.078125;7673.49023438
4968;MINAS GERAIS;MG;SUDESTE;Oliveira;39214;342731.84375;8740.04003906
4969;MINAS GERAIS;MG;SUDESTE;Estiva;11426;97946.8125;8572.28027344
4970;MINAS GERAIS;MG;SUDESTE;Bandeira do Sul;5330;31063.99609375;5828.14013672
4971;MINAS GERAIS;MG;SUDESTE;Marmelopolis;3156;19299.72265625;6115.25
4972;MINAS GERAIS;MG;SUDESTE;Tarumirim;14585;75479.171875;5175.12011719
4973;MINAS GERAIS;MG;SUDESTE;Mamonas;6485;25831.9375;3983.34008789
4974;MINAS GERAIS;MG;SUDESTE;Baldim;8582;67873.515625;7908.81982422
4975;MINAS GERAIS;MG;SUDESTE;Sao Joaquim de Bicas;23986;308069.5;12843.71972656
4976;MINAS GERAIS;MG;SUDESTE;Icarai de Minas;10934;44507.5625;4070.57006836
4977;MINAS GERAIS;MG;SUDESTE;Santana do Jacare;4716;34777.21484375;7374.29980469
4978;MINAS GERAIS;MG;SUDESTE;Lamim;3654;16759.16015625;4586.52001953
4979;MINAS GERAIS;MG;SUDESTE;Periquito;7161;42513.58984375;5936.81982422
4980;MINAS GERAIS;MG;SUDESTE;Sao Sebastiao do Maranhao;12099;43979.26953125;3634.94995117
4981;MINAS GERAIS;MG;SUDESTE;Pai Pedro;6217;26079.7265625;4194.91015625
4982;MINAS GERAIS;MG;SUDESTE;Campestre;20854;193952.3125;9300.48046875
4983;MINAS GERAIS;MG;SUDESTE;Berilo;13717;55482.6015625;4044.81005859
4984;MINAS GERAIS;MG;SUDESTE;Juvenilia;6321;28661.23828125;4534.29003906
4985;MINAS GERAIS;MG;SUDESTE;Miradouro;10648;148854.140625;13979.54003906
4986;MINAS GERAIS;MG;SUDESTE;Uba;99708;1088261.375;10914.48046875
4987;MINAS GERAIS;MG;SUDESTE;Pains;8476;127580.828125;15052.00976562
4988;MINAS GERAIS;MG;SUDESTE;Carangola;33182;236816.796875;7136.91015625
4989;MINAS GERAIS;MG;SUDESTE;Campos Altos;13719;186775.015625;13614.33007812
4990;MINAS GERAIS;MG;SUDESTE;Bom Jardim de Minas;6657;45720.21484375;6867.99023438
4991;MINAS GERAIS;MG;SUDESTE;Sao Sebastiao da Vargem Alegre;2877;26006.234375;9039.36035156
4992;MINAS GERAIS;MG;SUDESTE;Bonfinopolis de Minas;5869;98593.671875;16799.06054688
4993;MINAS GERAIS;MG;SUDESTE;Esmeraldas;59408;291246.0;4902.47021484
4994;MINAS GERAIS;MG;SUDESTE;Manhumirim;20934;211587.421875;10107.36035156
4995;MINAS GERAIS;MG;SUDESTE;Carneirinho;9143;168376.484375;18415.890625
4996;MINAS GERAIS;MG;SUDESTE;Santa Maria de Itabira;10821;70246.2734375;6491.66015625
4997;MINAS GERAIS;MG;SUDESTE;Inconfidentes;7692;46791.9375;6083.20019531
4998;MINAS GERAIS;MG;SUDESTE;Porto Firme;10989;45180.23828125;4111.41015625
4999;MINAS GERAIS;MG;SUDESTE;Conego Marinho;6440;25874.4921875;4017.7800293
5000;MINAS GERAIS;MG;SUDESTE;Jequitiba;5756;50035.23828125;8692.70996094
5001;MINAS GERAIS;MG;SUDESTE;Lagoa Dourada;12265;93541.875;7626.72998047
5002;MINAS GERAIS;MG;SUDESTE;Piumhi;32580;486778.3125;14941.01953125
5003;MINAS GERAIS;MG;SUDESTE;Monte Santo de Minas;20536;229405.0;11170.87011719
5004;MINAS GERAIS;MG;SUDESTE;Aracuai;37388;170642.765625;4564.10986328
5005;MINAS GERAIS;MG;SUDESTE;Camanducaia;20160;217757.765625;10801.48046875
5006;MINAS GERAIS;MG;SUDESTE;Inimutaba;6713;42911.7265625;6392.33007812
5007;MINAS GERAIS;MG;SUDESTE;Sao Jose do Mantimento;2579;16619.5234375;6444.16992188
5008;MINAS GERAIS;MG;SUDESTE;Conceicao da Aparecida;10771;112542.40625;10448.65039062
5009;MINAS GERAIS;MG;SUDESTE;Prata;26857;428143.34375;15941.58984375
5010;MINAS GERAIS;MG;SUDESTE;Naque;6154;29156.40820312;4737.79980469
5011;MINAS GERAIS;MG;SUDESTE;Padre Paraiso;18891;71393.78125;3779.25
5012;MINAS GERAIS;MG;SUDESTE;Veredinha;6045;23984.67578125;3967.68994141
5013;MINAS GERAIS;MG;SUDESTE;Senador Firmino;7361;38337.6640625;5208.20996094
5014;MINAS GERAIS;MG;SUDESTE;Presidente Kubitschek;3085;13797.65917969;4472.5
5015;MINAS GERAIS;MG;SUDESTE;Martins Soares;6715;59090.81640625;8799.8203125
5016;MINAS GERAIS;MG;SUDESTE;Sao Jose do Jacuri;7234;32980.9609375;4559.16015625
5017;MINAS GERAIS;MG;SUDESTE;Joao Monlevade;75320;1316052.375;17472.81054688
5018;MINAS GERAIS;MG;SUDESTE;Diogo de Vasconcelos;4066;19452.35351562;4784.14990234
5019;MINAS GERAIS;MG;SUDESTE;Canaa;4795;28926.7109375;6032.68017578
5020;MINAS GERAIS;MG;SUDESTE;Rosario da Limeira;4362;23792.85742188;5454.58007812
5021;MINAS GERAIS;MG;SUDESTE;Congonhas;48723;879759.625;18056.34960938
5022;MINAS GERAIS;MG;SUDESTE;Ubai;12499;50889.91015625;4071.52001953
5023;MINAS GERAIS;MG;SUDESTE;Itumirim;6667;38055.9140625;5708.10009766
5024;MINAS GERAIS;MG;SUDESTE;Tiros;7626;92011.21875;12065.45996094
5025;MINAS GERAIS;MG;SUDESTE;Capelinha;34634;206330.90625;5957.47021484
5026;MINAS GERAIS;MG;SUDESTE;Monte Belo;12852;143298.65625;11149.91015625
5027;MINAS GERAIS;MG;SUDESTE;Vazante;20042;268169.0625;13380.36035156
5028;MINAS GERAIS;MG;SUDESTE;Vespasiano;101846;1101311.25;10813.5
5029;MINAS GERAIS;MG;SUDESTE;Dores do Indaia;14366;117550.2890625;8182.52978516
5030;MINAS GERAIS;MG;SUDESTE;Pedrinopolis;3586;69273.6015625;19317.7890625
5031;MINAS GERAIS;MG;SUDESTE;Luislandia;6727;29451.74609375;4378.14013672
5032;MINAS GERAIS;MG;SUDESTE;Tres Pontas;54149;539718.125;9967.28027344
5033;MINAS GERAIS;MG;SUDESTE;Sao Bento Abade;4715;34052.71875;7222.20996094
5034;MINAS GERAIS;MG;SUDESTE;Ibiracatu;5936;25364.18359375;4272.93994141
5035;MINAS GERAIS;MG;SUDESTE;Caputira;9157;45615.8046875;4981.52001953
5036;MINAS GERAIS;MG;SUDESTE;Salto da Divisa;7157;44903.0625;6274.00976562
5037;MINAS GERAIS;MG;SUDESTE;Bonito de Minas;9315;31324.53125;3362.81005859
5038;MINAS GERAIS;MG;SUDESTE;Bias Fortes;3881;23784.84375;6128.52978516
5039;MINAS GERAIS;MG;SUDESTE;Grao Mogol;15177;205323.984375;13528.62988281
5040;MINAS GERAIS;MG;SUDESTE;Indaiabira;7748;32595.18554688;4206.91992188
5041;MINAS GERAIS;MG;SUDESTE;Sao Francisco;55141;224811.046875;4077.02001953
5042;MINAS GERAIS;MG;SUDESTE;Bugre;4095;21976.33789062;5366.62988281
5043;MINAS GERAIS;MG;SUDESTE;Acaiaca;4234;21347.22460938;5041.85986328
5044;MINAS GERAIS;MG;SUDESTE;Crisolita;5941;35403.859375;5959.24023438
5045;MINAS GERAIS;MG;SUDESTE;Chapada do Norte;16025;50991.1015625;3181.9699707
5046;MINAS GERAIS;MG;SUDESTE;Joaquim Felicio;4086;27933.33398438;6836.35009766
5047;MINAS GERAIS;MG;SUDESTE;Presidente Bernardes;5853;24753.921875;4229.27001953
5048;MINAS GERAIS;MG;SUDESTE;Curvelo;75051;662872.6875;8832.29980469
5049;MINAS GERAIS;MG;SUDESTE;Toledo;6038;48271.5390625;7994.62011719
5050;MINAS GERAIS;MG;SUDESTE;Formoso;6857;113525.6953125;16556.1796875
5051;MINAS GERAIS;MG;SUDESTE;Lagoa Grande;9216;113999.140625;12369.70019531
5052;MINAS GERAIS;MG;SUDESTE;Sao Thome das Letras;6943;48432.0078125;6975.66015625
5053;MINAS GERAIS;MG;SUDESTE;Tiradentes;6966;64479.90625;9256.37011719
5054;MINAS GERAIS;MG;SUDESTE;Senhora do Porto;3635;17524.14453125;4820.95019531
5055;MINAS GERAIS;MG;SUDESTE;Serro;21525;112299.921875;5217.18994141
5056;MINAS GERAIS;MG;SUDESTE;Perdizes;14786;429893.15625;29074.33984375
5057;MINAS GERAIS;MG;SUDESTE;Cataguases;70507;769552.625;10914.55957031
5058;MINAS GERAIS;MG;SUDESTE;Moema;7041;45288.83984375;6432.16015625
5059;MINAS GERAIS;MG;SUDESTE;Pedras de Maria da Cruz;11877;51514.1640625;4337.29980469
5060;MINAS GERAIS;MG;SUDESTE;Pocrane;8790;54929.03515625;6249.04003906
5061;MINAS GERAIS;MG;SUDESTE;Ponto Chique;4282;24598.26367188;5744.56982422
5062;MINAS GERAIS;MG;SUDESTE;Dona Eusebia;5808;36815.05859375;6338.68017578
5063;MINAS GERAIS;MG;SUDESTE;Conceicao das Pedras;2821;25393.54296875;9001.61035156
5064;MINAS GERAIS;MG;SUDESTE;Paraopeba;23410;236121.328125;10086.33984375
5065;MINAS GERAIS;MG;SUDESTE;Vargem Alegre;6829;33510.38671875;4907.06982422
5066;MINAS GERAIS;MG;SUDESTE;Cachoeira Dourada;2595;40279.03515625;15521.79003906
5067;MINAS GERAIS;MG;SUDESTE;Queluzito;1896;17999.01757812;9493.15039062
5068;MINAS GERAIS;MG;SUDESTE;Entre Folhas;5065;25430.3046875;5020.79003906
5069;MINAS GERAIS;MG;SUDESTE;Corrego Novo;3138;25320.98632812;8069.14990234
5070;MINAS GERAIS;MG;SUDESTE;Sao Tomas de Aquino;7073;73356.8828125;10371.40039062
5071;MINAS GERAIS;MG;SUDESTE;Sao Vicente de Minas;6525;66454.578125;10184.61035156
5072;MINAS GERAIS;MG;SUDESTE;Sao Joao da Lagoa;4971;26698.18359375;5370.79003906
5073;MINAS GERAIS;MG;SUDESTE;Pintopolis;8183;33054.35546875;4039.38989258
5074;MINAS GERAIS;MG;SUDESTE;Olhos-d'Agua;5338;34833.42578125;6525.56005859
5075;MINAS GERAIS;MG;SUDESTE;Santo Antonio do Rio Abaixo;1794;10686.73730469;5956.93017578
5076;MINAS GERAIS;MG;SUDESTE;Crucilandia;4776;30083.95507812;6298.99023438
5077;MINAS GERAIS;MG;SUDESTE;Conquista;6922;112857.84375;16304.21972656
5078;MINAS GERAIS;MG;SUDESTE;Papagaios;15384;129022.25;8386.78027344
5079;MINAS GERAIS;MG;SUDESTE;Itamarandiba;33581;178886.46875;5327.00976562
5080;MINAS GERAIS;MG;SUDESTE;Luminarias;5527;42973.390625;7775.16992188
5081;MINAS GERAIS;MG;SUDESTE;Caete;41043;233092.5625;5679.22998047
5082;MINAS GERAIS;MG;SUDESTE;Ressaquinha;4732;86299.8359375;18237.5
5083;MINAS GERAIS;MG;SUDESTE;Senador Modestino Goncalves;5105;24275.17382812;4755.18017578
5084;MINAS GERAIS;MG;SUDESTE;Prados;8560;55671.82421875;6503.72021484
5085;MINAS GERAIS;MG;SUDESTE;Mata Verde;7802;33237.796875;4260.16015625
5086;MINAS GERAIS;MG;SUDESTE;Sao Goncalo do Rio Abaixo;9738;575518.5625;59100.28125
5087;MINAS GERAIS;MG;SUDESTE;Arceburgo;8253;258312.09375;31299.1796875
5088;MINAS GERAIS;MG;SUDESTE;Pedro Teixeira;1680;11495.64648438;6842.64990234
5089;MINAS GERAIS;MG;SUDESTE;Serrania;7584;74084.8203125;9768.5703125
5090;MINAS GERAIS;MG;SUDESTE;Maravilhas;7224;72362.625;10016.96972656
5091;MINAS GERAIS;MG;SUDESTE;Faria Lemos;3734;30319.06054688;8119.72998047
5092;MINAS GERAIS;MG;SUDESTE;Santo Antonio do Monte;25899;219847.546875;8488.65039062
5093;MINAS GERAIS;MG;SUDESTE;Borda da Mata;15507;123114.4453125;7939.27978516
5094;MINAS GERAIS;MG;SUDESTE;Sao Jose do Goiabal;5743;29155.28125;5076.66015625
5095;MINAS GERAIS;MG;SUDESTE;Itapeva;8073;97032.3515625;12019.37011719
5096;MINAS GERAIS;MG;SUDESTE;Itaverava;5749;26352.10742188;4583.77001953
5097;MINAS GERAIS;MG;SUDESTE;Santo Antonio do Itambe;4651;21903.0703125;4709.31982422
5098;MINAS GERAIS;MG;SUDESTE;Dom Silverio;5475;35067.38671875;6405.0
5099;MINAS GERAIS;MG;SUDESTE;Volta Grande;5402;52225.57421875;9667.8203125
5100;MINAS GERAIS;MG;SUDESTE;Sao Francisco de Paula;6384;51690.03515625;8096.81005859
5101;MINAS GERAIS;MG;SUDESTE;Bonfim;6902;43645.4921875;6323.60009766
5102;MINAS GERAIS;MG;SUDESTE;Sao Joao do Pacui;4223;20219.13476562;4787.85986328
5103;MINAS GERAIS;MG;SUDESTE;Cristais;11269;109473.796875;9714.59960938
5104;MINAS GERAIS;MG;SUDESTE;Laranjal;6568;43400.2734375;6607.83984375
5105;MINAS GERAIS;MG;SUDESTE;Piedade de Caratinga;6937;39503.0390625;5694.54003906
5106;MINAS GERAIS;MG;SUDESTE;Paraguacu;20429;208498.34375;10206.0
5107;MINAS GERAIS;MG;SUDESTE;Taiobeiras;31333;160162.15625;5111.60986328
5108;MINAS GERAIS;MG;SUDESTE;Miravania;4998;19420.89257812;3885.72998047
5109;MINAS GERAIS;MG;SUDESTE;Juatuba;20978;770444.5625;36726.30859375
5110;MINAS GERAIS;MG;SUDESTE;Itinga;15252;58555.12109375;3839.17993164
5111;MINAS GERAIS;MG;SUDESTE;Palma;6212;41938.515625;6751.20996094
5112;MINAS GERAIS;MG;SUDESTE;Coimbra;7209;43221.16015625;5995.43994141
5113;MINAS GERAIS;MG;SUDESTE;Mariana;54689;1444840.125;26419.2109375
5114;MINAS GERAIS;MG;SUDESTE;Urucania;10502;91329.15625;8696.36035156
5115;MINAS GERAIS;MG;SUDESTE;Pedra do Anta;3731;17767.02929688;4762.0
5116;MINAS GERAIS;MG;SUDESTE;Ijaci;6036;231447.125;38344.44921875
5117;MINAS GERAIS;MG;SUDESTE;Frei Lagonegro;3493;16006.06542969;4582.33007812
5118;MINAS GERAIS;MG;SUDESTE;Santa Cruz de Minas;7671;34635.61328125;4515.14013672
5119;MINAS GERAIS;MG;SUDESTE;Estrela Dalva;2536;19506.14453125;7691.70019531
5120;MINAS GERAIS;MG;SUDESTE;Itaobim;21618;142984.15625;6614.12011719
5121;MINAS GERAIS;MG;SUDESTE;Buenopolis;9627;56813.33984375;5901.45996094
5122;MINAS GERAIS;MG;SUDESTE;Serra do Salitre;10778;177244.234375;16445.0
5123;MINAS GERAIS;MG;SUDESTE;Pequi;4504;41105.6484375;9126.48046875
5124;MINAS GERAIS;MG;SUDESTE;Passos;107619;1185068.125;11011.70019531
5125;MINAS GERAIS;MG;SUDESTE;Santa Margarida;14806;105679.0078125;7137.58007812
5126;MINAS GERAIS;MG;SUDESTE;Botelhos;15289;117536.1875;7687.62988281
5127;MINAS GERAIS;MG;SUDESTE;Varginha;121785;3046304.0;25013.7890625
5128;MINAS GERAIS;MG;SUDESTE;Santana dos Montes;4134;19299.37695312;4668.45019531
5129;MINAS GERAIS;MG;SUDESTE;Carmo do Cajuru;20031;169706.671875;8472.20019531
5130;MINAS GERAIS;MG;SUDESTE;Virginopolis;11273;62167.61328125;5514.74023438
5131;MINAS GERAIS;MG;SUDESTE;Coronel Fabriciano;105037;724103.75;6893.79980469
5132;MINAS GERAIS;MG;SUDESTE;Itambe do Mato Dentro;2479;11206.33203125;4520.50976562
5133;MINAS GERAIS;MG;SUDESTE;Rio Pardo de Minas;29947;150917.34375;5039.47998047
5134;MINAS GERAIS;MG;SUDESTE;Rio Paranaiba;10990;361441.1875;32888.19140625
5135;MINAS GERAIS;MG;SUDESTE;Paracatu;83560;1226047.25;14672.66015625
5136;MINAS GERAIS;MG;SUDESTE;Senador Amaral;5201;49120.94140625;9444.51953125
5137;MINAS GERAIS;MG;SUDESTE;Sao Joao del Rei;85503;822362.0;9617.9296875
5138;MINAS GERAIS;MG;SUDESTE;Palmopolis;6810;27005.71679688;3965.60009766
5139;MINAS GERAIS;MG;SUDESTE;Cambuquira;12936;97574.6875;7542.87988281
5140;MINAS GERAIS;MG;SUDESTE;Santana da Vargem;7222;83066.21875;11501.83007812
5141;MINAS GERAIS;MG;SUDESTE;Uberaba;296261;6489508.5;21904.69921875
5142;MINAS GERAIS;MG;SUDESTE;Santa Fe de Minas;4129;24721.9375;5987.39013672
5143;MINAS GERAIS;MG;SUDESTE;Corrego Fundo;5939;76349.15625;12855.55957031
5144;MINAS GERAIS;MG;SUDESTE;Reduto;6663;42805.29296875;6424.33007812
5145;MINAS GERAIS;MG;SUDESTE;Carmo do Paranaiba;32059;350128.65625;10921.37988281
5146;MINAS GERAIS;MG;SUDESTE;Espirito Santo do Dourado;4471;37765.73046875;8446.8203125
5147;MINAS GERAIS;MG;SUDESTE;Jequeri;13225;77701.3671875;5875.33984375
5148;MINAS GERAIS;MG;SUDESTE;Florestal;6199;45382.26953125;7320.89990234
5149;MINAS GERAIS;MG;SUDESTE;Carbonita;10783;62895.98828125;5832.87988281
5150;MINAS GERAIS;MG;SUDESTE;Ouro Fino;32639;342506.3125;10493.76953125
5151;MINAS GERAIS;MG;SUDESTE;Curral de Dentro;7376;32442.68164062;4398.41015625
5152;MINAS GERAIS;MG;SUDESTE;Lajinha;17678;159347.21875;9013.87011719
5153;MINAS GERAIS;MG;SUDESTE;Mirai;13502;116036.1015625;8593.99023438
5154;MINAS GERAIS;MG;SUDESTE;Simao Pereira;2594;20950.86914062;8076.66015625
5155;MINAS GERAIS;MG;SUDESTE;Santa Barbara do Tugurio;4574;28011.52929688;6124.08007812
5156;MINAS GERAIS;MG;SUDESTE;Patrocinio;86467;1291521.0;14936.58007812
5157;MINAS GERAIS;MG;SUDESTE;Desterro de Entre Rios;7173;34978.38671875;4876.39990234
5158;MINAS GERAIS;MG;SUDESTE;Pirapora;53708;897816.875;16716.63085938
5159;MINAS GERAIS;MG;SUDESTE;Perdigao;7961;60268.73046875;7570.5
5160;MINAS GERAIS;MG;SUDESTE;Divino das Laranjeiras;5092;29345.26171875;5763.00976562
5161;MINAS GERAIS;MG;SUDESTE;Monte Siao;20135;178911.0;8885.5703125
5162;MINAS GERAIS;MG;SUDESTE;Ritapolis;5149;32851.6171875;6380.18994141
5163;MINAS GERAIS;MG;SUDESTE;Ipaba;15422;59279.8671875;3843.85009766
5164;MINAS GERAIS;MG;SUDESTE;Monte Alegre de Minas;19051;361592.75;18980.25
5165;MINAS GERAIS;MG;SUDESTE;Sao Jose do Divino;3881;23774.8359375;6125.95996094
5166;MINAS GERAIS;MG;SUDESTE;Descoberto;5126;33449.546875;6525.47021484
5167;MINAS GERAIS;MG;SUDESTE;Divinesia;3409;19550.94335938;5735.10009766
5168;MINAS GERAIS;MG;SUDESTE;Cristalia;5961;28999.57617188;4864.87988281
5169;MINAS GERAIS;MG;SUDESTE;Urucuia;12203;67718.234375;5549.31005859
5170;MINAS GERAIS;MG;SUDESTE;Nanuque;41329;362926.0;8781.38964844
5171;MINAS GERAIS;MG;SUDESTE;Novo Oriente de Minas;10763;40001.7890625;3716.60009766
5172;MINAS GERAIS;MG;SUDESTE;Igaratinga;9045;65943.7421875;7290.62988281
5173;MINAS GERAIS;MG;SUDESTE;Guarda-Mor;6778;214778.015625;31687.51953125
5174;MINAS GERAIS;MG;SUDESTE;Divinopolis;216099;2819794.25;13048.62011719
5175;MINAS GERAIS;MG;SUDESTE;Olaria;2479;15796.69824219;6372.20996094
5176;MINAS GERAIS;MG;SUDESTE;Santana do Deserto;3977;20955.63671875;5269.20996094
5177;MINAS GERAIS;MG;SUDESTE;Barroso;20253;212967.875;10515.37011719
5178;MINAS GERAIS;MG;SUDESTE;Piranga;17836;74883.703125;4198.45996094
5179;MINAS GERAIS;MG;SUDESTE;Conceicao de Ipanema;4549;25230.13671875;5546.29980469
5180;MINAS GERAIS;MG;SUDESTE;Alagoa;2926;23611.453125;8069.52978516
5181;MINAS GERAIS;MG;SUDESTE;Liberdade;5397;38933.765625;7213.95996094
5182;MINAS GERAIS;MG;SUDESTE;Santana do Riacho;4405;23585.89648438;5354.35009766
5183;MINAS GERAIS;MG;SUDESTE;Capinopolis;16043;217788.640625;13575.30957031
5184;MINAS GERAIS;MG;SUDESTE;Januaria;67516;334938.75;4960.87988281
5185;MINAS GERAIS;MG;SUDESTE;Felicio dos Santos;5865;24365.36523438;4154.37011719
5186;MINAS GERAIS;MG;SUDESTE;Chale;5598;29614.703125;5290.22998047
5187;MINAS GERAIS;MG;SUDESTE;Tres Marias;28042;886700.8125;31620.4609375
5188;MINAS GERAIS;MG;SUDESTE;Fortuna de Minas;2541;23232.98828125;9143.25
5189;MINAS GERAIS;MG;SUDESTE;Grupiara;1468;16615.0390625;11318.15039062
5190;MINAS GERAIS;MG;SUDESTE;Arapua;2778;42282.94140625;15220.63964844
5191;MINAS GERAIS;MG;SUDESTE;Itacambira;5303;27237.48242188;5136.24023438
5192;MINAS GERAIS;MG;SUDESTE;Matutina;3789;38726.0078125;10220.63964844
5193;MINAS GERAIS;MG;SUDESTE;Francisco Badaro;10604;36256.87890625;3419.16992188
5194;MINAS GERAIS;MG;SUDESTE;Sao Gotardo;32580;373019.53125;11449.33984375
5195;MINAS GERAIS;MG;SUDESTE;Matozinhos;35233;518959.375;14729.36035156
5196;MINAS GERAIS;MG;SUDESTE;Nova Era;18579;238511.484375;12837.69042969
5197;MINAS GERAIS;MG;SUDESTE;Serra da Saudade;890;10433.84667969;11723.41992188
5198;MINAS GERAIS;MG;SUDESTE;Eloi Mendes;25532;248070.1875;9716.04980469
5199;MINAS GERAIS;MG;SUDESTE;Jenipapo de Minas;7242;29253.85351562;4039.4699707
5200;MINAS GERAIS;MG;SUDESTE;Estrela do Sul;7439;131656.03125;17698.08007812
5201;MINAS GERAIS;MG;SUDESTE;Fervedouro;10754;55018.7890625;5116.12011719
5202;MINAS GERAIS;MG;SUDESTE;Lambari;19244;154348.234375;8020.58984375
5203;MINAS GERAIS;MG;SUDESTE;Ponto dos Volantes;11458;41717.6640625;3640.91992188
5204;MINAS GERAIS;MG;SUDESTE;Conceicao dos Ouros;10869;100532.8515625;9249.5
5205;MINAS GERAIS;MG;SUDESTE;Sao Jose da Lapa;19234;264196.1875;13735.88964844
5206;MINAS GERAIS;MG;SUDESTE;Guiricema;9116;56681.55078125;6217.81005859
5207;MINAS GERAIS;MG;SUDESTE;Sao Joao Batista do Gloria;7198;314871.53125;43744.30859375
5208;MINAS GERAIS;MG;SUDESTE;Augusto de Lima;4599;34932.56640625;7595.68994141
5209;MINAS GERAIS;MG;SUDESTE;Sao Bras do Suacui;3657;70678.1171875;19326.80078125
5210;MINAS GERAIS;MG;SUDESTE;Coracao de Jesus;27110;137973.40625;5089.39013672
5211;MINAS GERAIS;MG;SUDESTE;Francisco Sa;25994;159273.59375;6127.31982422
5212;MINAS GERAIS;MG;SUDESTE;Juramento;4108;28704.66015625;6987.5
5213;MINAS GERAIS;MG;SUDESTE;Santa Cruz de Salinas;5466;22361.55664062;4091.0300293
5214;MINAS GERAIS;MG;SUDESTE;Umburatiba;2844;18525.68945312;6513.95996094
5215;MINAS GERAIS;MG;SUDESTE;Abadia dos Dourados;6805;71222.171875;10466.15039062
5216;MINAS GERAIS;MG;SUDESTE;Almenara;38531;211526.859375;5489.77978516
